d_median,d_lo,d_hi,n,density,density_lo,density_hi,density_blo,density_bhi,lacunarity_mean,lacunarity_mean_lo,lacunarity_mean_hi,lacunarity_mean_blo,lacunarity_mean_bhi,lacunarity_slope,lacunarity_slope_lo,lacunarity_slope_hi,lacunarity_slope_blo,lacunarity_slope_bhi,r_crit,r_crit_lo,r_crit_hi,r_crit_blo,r_crit_bhi,mfa_alpha_width,mfa_alpha_width_lo,mfa_alpha_width_hi,mfa_alpha_width_blo,mfa_alpha_width_bhi,W_trans,W_trans_lo,W_trans_hi,W_trans_blo,W_trans_bhi,gamma,gamma_lo,gamma_hi,gamma_blo,gamma_bhi,Delta_D,Delta_D_lo,Delta_D_hi,Delta_D_blo,Delta_D_bhi,S_alpha,S_alpha_lo,S_alpha_hi,S_alpha_blo,S_alpha_bhi
0.009159,0.00806925,0.01032725,800,6.598218935457909,6.52822855432862,6.670691923797373,6.525401011457722,6.693728360964748,6.025188541816616,5.909178554254412,6.130696867170575,5.875563526887023,6.2224530358378525,5.864173942202735,5.763181825048745,5.9474330409705685,5.76228586983126,5.984590164644084,5.705749633970388,5.5604660200449345,5.883283798868058,5.498613056707356,5.865573687912334,6.021243557480956,5.950311961121703,6.093604895140695,5.930365467672532,6.0887625993662695,6.308452365395734,6.203957735324778,6.412942254089551,6.1508978430653105,6.442717476915369,6.150652532559272,6.062942261295928,6.2287310563214815,6.055988080863529,6.22623020917588,6.267046830033498,6.168227619499712,6.3617526617334725,6.169851148261585,6.359466765969954,5.795379016837013,5.699397432795288,5.906582478345947,5.656505076664551,5.909923651103306
0.009818125,0.0087475,0.0112265,800,6.662180246652939,6.56847098678906,6.731380522494404,6.556108136950858,6.7451289089156194,6.015515446426583,5.889385729257827,6.168780241700934,5.855818113677396,6.180457886588745,5.848996807027121,5.746326293313535,5.928123941634538,5.749732598430469,5.986516099552349,5.679368786733761,5.491366907031308,5.86214651490146,5.481322610506299,5.850120111099551,6.034569578487755,5.963746029857575,6.100138559877366,5.965700353039174,6.117893442250003,6.318625046036484,6.2043949238752925,6.414908848510716,6.1463342313035625,6.435164053789434,6.122299755556311,6.045566230786776,6.200094652248634,6.0501288432496665,6.1966650928594404,6.256387378211168,6.170639085212252,6.3645870670802855,6.14060536167632,6.358729556117246,5.792643163668084,5.698086909962207,5.897360180021587,5.622393562964627,5.9133325054540995
0.010714375,0.00942025,0.01210225,800,6.655230718417966,6.556159922044045,6.7341480518124355,6.56943585040411,6.731537682879649,5.931483235047406,5.787854223841221,6.114988879516095,5.81647584538643,6.069336972441294,5.888046676346926,5.780438540221863,5.99923759415781,5.799043581307441,5.963304909380487,5.629747735948602,5.462073818040204,5.810619090500314,5.503646646048326,5.79260933065368,6.07341788389136,6.011606941539798,6.138069225230581,5.980402653621665,6.146242478945547,6.292305010959411,6.191724230468092,6.3911813590832125,6.096147522367097,6.421900504525462,6.1451899464248605,6.049349029891058,6.227481224973826,6.080162091806831,6.231047475100437,6.282147953859569,6.185797584716994,6.380299286075079,6.182176450923079,6.3805215212805315,5.83160769718574,5.727738973658846,5.938436402493486,5.739004646910527,5.944022580834527
0.0116125,0.01016675,0.01294125,800,6.688155411894731,6.597442700727737,6.770155495637903,6.604164191337897,6.786585004761006,5.857724349239659,5.674892946052813,6.037428489671906,5.731526664341823,6.036131752497264,5.903426156520925,5.785276744591365,5.994206850573166,5.76502437632482,6.0314050425453845,5.538369743814802,5.362110460975636,5.742912476531698,5.403247952679972,5.767726015348245,6.1168573614141,6.043764495892711,6.188892295387033,6.032044196701904,6.1683895874104975,6.288906719696628,6.159557027371979,6.387441189553679,6.106307872535032,6.389252942308169,6.196325282767503,6.102471726331676,6.281322472583981,6.1047402673650355,6.296694622714631,6.264686694177181,6.169766673830677,6.336473694200384,6.155296625401327,6.373584434360945,5.928141961076291,5.815034272531044,6.042855099869214,5.766467517945163,6.0583510275410735
0.0124195,0.0110495,0.01416275,800,6.708419457806356,6.598024203717031,6.782962500584692,6.608026066468078,6.7817352335797425,5.826911787912453,5.696436932538201,6.026384184558713,5.6646906842860325,5.9973361681919455,5.928600035362378,5.799636756069401,6.041351623874433,5.8069535385501085,6.062362123531985,5.4964980517900095,5.305153927108152,5.759843263541692,5.2603807532594775,5.792485041385497,6.12217993383402,6.027200129380851,6.203656953128684,6.037964759852157,6.191412915369746,6.284555061210558,6.159131321242069,6.384326806278469,6.1194025930474325,6.438186449855267,6.1987167356379835,6.077859339510793,6.294870719640967,6.072731356473604,6.305734183029736,6.240063421349836,6.146293456956553,6.328167271808337,6.110817712646525,6.361684998217191,5.951790722209497,5.84914206631886,6.031040266508102,5.782630455940899,6.097736978492222
0.013301625000000001,0.011918,0.0154515,800,6.763548578239044,6.658598442293346,6.848612984809683,6.640695276009522,6.8697795759435,5.841134648082688,5.620164719093658,6.043816838413794,5.694166482428518,6.013884347661878,5.932867276683895,5.825811235414492,6.054059173878233,5.812592131753423,6.097978898202175,5.540604729669366,5.332222648341553,5.727087470863153,5.343519438825396,5.71142054641491,6.114034978929887,6.019706821518999,6.210432233187573,6.036534915462028,6.1584341250571715,6.271164762580749,6.1126535389570895,6.394909588371728,6.079098516873453,6.391895050830317,6.162476923089902,6.047761939736011,6.2579766315971055,6.011827240209141,6.351310960218952,6.242772180441073,6.12639305659829,6.367652712717992,6.155625175900179,6.350160767837017,6.0565003342366985,5.948525952644687,6.151068792370226,5.932740178929212,6.177573036729649
0.01463625,0.01273675,0.016887,800,6.713172310411266,6.604063141106996,6.798546692585643,6.593700193118114,6.826618239709339,5.946155493534338,5.775956169861991,6.104139420038557,5.778393676720417,6.089669053666363,5.9250579787349595,5.819025767521956,6.031681388789989,5.776153775877202,6.068666201465313,5.52141873720354,5.34464060068319,5.78773207949493,5.228561347999296,5.806054367001143,6.100376339274762,5.995256568813512,6.180710487645428,6.007604536192156,6.199194680290123,6.2446039046324024,6.092647053469078,6.346077581180693,6.108830593981099,6.355032599032866,6.166898705204411,6.058575936411509,6.263646648061492,6.003784818194724,6.331239031985011,6.231723894660851,6.139885578691174,6.320113019999728,6.113751663240172,6.3219978703724715,6.04556558135326,5.915385624447107,6.153390290010018,5.892833269413512,6.172556823692524
0.01598525,0.01391975,0.01864375,800,6.808333791321426,6.718539529826331,6.896261804014218,6.710642314651728,6.88957850866616,5.983085818851777,5.824395136388814,6.150463118544152,5.815110467778128,6.135100490304968,5.89802217287025,5.783072399457236,6.029039247078341,5.717315784457897,6.029649359435824,5.48760875702007,5.311986163738815,5.711929400702148,5.25208764930355,5.752458131751393,6.082994449462506,5.9758200827904515,6.167823239229467,5.997141366321145,6.15552176461674,6.193694643354203,6.076492172058418,6.319652726821992,6.047387034550436,6.310949233691969,6.158817185506569,6.049028660359637,6.259839401066099,5.980607848545178,6.2755213681397075,6.28772783319141,6.187445851478931,6.404598871286212,6.2091624423661855,6.379162103198718,5.991363043921598,5.8996568733041075,6.08490449622026,5.83754329003644,6.117779549557479
0.017519,0.01516375,0.02059125,800,6.707649667848324,6.606869829323588,6.845242154723246,6.59497078937057,6.834653945224938,5.953916516141058,5.6983234615642795,6.126821404581433,5.75940294413163,6.117476752224469,5.931809172527202,5.801635137716338,6.0501572423665255,5.768047422384514,6.107683965341749,5.548640490937649,5.2871774803247,5.861490511376075,5.173984532800658,5.880507868930544,6.066343186577189,5.961206449801494,6.167507647609759,5.975027998564969,6.154181791684648,6.213224411743769,6.0732816051044765,6.308447158390368,6.038455390197445,6.329561561024057,6.183645305448117,6.085464295595533,6.293681409021736,6.023017982980118,6.373637437042582,6.248132858798801,6.12291874434146,6.337796555227163,6.142212345727888,6.357202009496855,5.986749048789678,5.89437254334132,6.103485497600139,5.887408209198309,6.07479544828762
0.019270750000000003,0.01658775,0.022902,800,6.61076757658859,6.511043503706706,6.723093088431699,6.491148917795783,6.728556370061985,5.970302626437377,5.812985347747522,6.144771204514448,5.779384008424532,6.107487711779133,5.889425074774153,5.733145789585471,6.029211938437778,5.724018370599189,6.096270175825698,5.5944842170887465,5.438926670734634,5.7774910393619745,5.367720045683337,5.771740663840338,6.068827517263723,5.9922486891465905,6.155367852949029,5.989387738251673,6.176303701572583,6.167200274696337,6.011041197539039,6.274910283371475,5.950762610842654,6.3115396099860686,6.178325429754818,6.069531141196831,6.2860622472521,6.007985797548876,6.336920250544908,6.312780498942088,6.226910689551891,6.413324837938385,6.215429533572006,6.39127942005219,6.033375382237878,5.920585005566493,6.1456831564491985,5.872593517061438,6.181185717140047
0.0214875,0.01826175,0.02562875,800,6.684043778424861,6.564919554809806,6.803068776702164,6.547562129974326,6.811169402463992,6.045083387719632,5.843136349472885,6.206576771180607,5.857759300709354,6.17493417143119,5.924923769783657,5.765263091680189,6.076076681749055,5.76613626453888,6.114470019353656,5.482385605466025,5.2563121784963736,5.747218302423708,5.263284579599505,5.819715228607178,6.063549904512079,5.972697343384145,6.152079902286679,5.9561022175099225,6.1441638425518175,6.122792160219986,5.978747446218625,6.254948596883562,5.918288198249648,6.265094668290419,6.259660104132987,6.158862811005868,6.334018736910113,6.098661171468025,6.378055307934735,6.2647457775011945,6.1419108405855845,6.391918545554736,6.126092232139531,6.396218506147406,6.056459666927966,5.945604736250175,6.180916336293523,5.884364192922221,6.194479775745455
0.024072625,0.02010125,0.02899525,800,6.712245387818698,6.592457610790095,6.844077078025011,6.577523697192521,6.806825511915218,5.840526893912748,5.634205294931722,6.068244412974207,5.658628393795836,6.025240214174872,6.037838503657307,5.843342826459226,6.1867524883047,5.866487271869262,6.203780378351386,5.423456960292015,5.165440809399689,5.7213089740928815,5.210516890443755,5.7514234550600225,6.078973021772926,5.9662218479714335,6.157254995061051,5.976115567347125,6.151382697539262,6.083485984631631,5.905788632055951,6.256993379315464,5.890581444976992,6.243290372291766,6.338481846423351,6.2240767859282045,6.428883779263424,6.19289280757032,6.444200565588601,6.266388338020532,6.157841721486743,6.4185827271169105,6.144215161585209,6.383025707863089,6.139227882721196,6.00261678638559,6.247446118218727,5.931502609198761,6.277579904550009
