name,lat,lon,quintile,subregion,country_iso,density_wsf,density,lacunarity_mean,lacunarity_slope,r_crit,mfa_alpha_width,W_trans,gamma,Delta_D,S_alpha
locv2_1664807,-38.275,-57.825,Q5,South America,ARG,0.062319,0.05113225,7.567179761508664,0.3365759075346594,112.05555555555554,2.611969956815148,54.117346867894454,0.01564982491245623,0.05018629002282671,0.2626426582236608
locv2_16637333,-0.9583,-90.9583,Q5,South America,ECU,0.065961,0.0313285,9.874854380806598,0.4634977002401769,91.86363636363636,2.3452173155596188,58.055563150299974,0.01426313156578289,-0.09408169241437214,0.3098519930676739
locv2_1766945,-37.6083,-73.6583,Q5,South America,CHL,0.412331,0.14044925,2.7514055526783547,0.2758175749709164,172.6313131313131,2.1554157715566875,173.2047094319822,0.014857428714357175,-0.15103239506131771,0.8027222641578754
locv2_6957831,-21.1917,-43.9917,Q5,South America,BRA,0.121441,0.014182,21.595428354959292,0.6058392380601371,71.67171717171716,1.8113869290357227,1944.8856565656565,0.005596298149074538,0.25108019841874873,0.3450326377136829
locv2_356968,-51.725,-72.5083,Q5,South America,CHL,0.259539,0.1009015,3.690712629003292,0.3099252861487911,152.43939393939394,2.4270580729936424,75.11958748322385,0.012925962981490742,-0.08370024498188089,0.39035685730530695
locv2_20783658,8.0917,-69.3083,Q5,South America,VEN,0.130073,0.0374655,8.21732978692489,0.4514129625155934,91.86363636363636,2.1565485736560555,58.28927230841107,0.015748874437218608,-0.2012955927134652,0.4530572344285231
locv2_6161417,-22.975,-42.025,Q5,South America,BRA,0.363134,0.154476,2.701857775272775,0.2655210893423286,152.43939393939394,2.161065885376394,78.24368686868688,0.010202101050525261,-0.1659943440090903,0.8563498501237041
locv2_14139053,-5.775,-80.8583,Q5,South America,PER,0.116516,0.0553025,6.285663350214917,0.3664885961079862,112.05555555555554,2.458170864729999,1911.1520398793127,0.011885942971485744,-0.05112911748052018,0.33469315756927176
locv2_1118030,-42.575,-64.275,Q5,South America,ARG,0.070962,0.01104725,22.9609224001705,0.6825728001425339,152.43939393939394,1.941804598031732,89.30153624153624,0.009211605802901448,-0.07762987161982204,0.4454136856289098
locv2_16160886,-1.8917,-55.1083,Q5,South America,BRA,0.086079,0.023202,11.448211029360406,0.5467136906005561,112.05555555555554,2.248725830245823,44.95732898341592,0.01723461730865433,-0.11373585911935113,0.35774422964342645
locv2_4574143,-27.1583,-109.425,Q5,South America,CHL,0.087785,0.0779705,3.85726545236248,0.3829947360193312,172.6313131313131,1.999890279371936,149.50178553208855,0.0078744372186093,-0.0049517332336150854,1.0939139950142591
locv2_9646008,-15.3583,-75.175,Q5,South America,PER,0.08449,0.04369875,7.970017582464908,0.4720698057259979,172.6313131313131,2.223197333225201,209.08534363240244,0.00936018009004502,-0.04071978550202204,0.36743227298689696
locv2_1689992,-38.0917,-57.5417,Q5,South America,ARG,0.160134,0.093027,4.510066624268377,0.3191393367222385,132.24747474747474,2.5632096805657705,317.8224106140773,0.013569784892446226,-0.05022015443059202,0.2781045327127795
locv2_16748391,-0.7417,-90.325,Q5,South America,ECU,0.064805,0.04979875,7.290207916576619,0.4065612792587212,91.86363636363636,2.5147788566517533,113.70415135614928,0.011291645822911454,-0.06292879398604834,0.26004650426090076
locv2_4604135,-27.075,-70.825,Q5,South America,CHL,0.146346,0.10946175,3.737145513440724,0.2797184325112634,132.24747474747474,2.2167993567410065,258.6756568618739,0.013718359179589797,-0.07560415212157312,0.5823811917979421
locv2_11643673,-10.725,-41.325,Q5,South America,BRA,0.112267,0.0640505,5.542246869676689,0.3665416604027658,91.86363636363636,2.278194634970826,58.86104697771363,0.009756378189094547,-0.18418180960139474,0.4896016057867115
locv2_1112036,-42.625,-73.775,Q5,South America,CHL,0.228755,0.0888925,3.803296280791609,0.374218026149628,172.6313131313131,2.0350590048791077,127.84440014628693,0.013124062031015505,-0.12760108207961807,1.1026329930007772
locv2_15838481,-2.5083,-66.0917,Q5,South America,BRA,0.138658,0.07287575,5.174644820940967,0.3187240029447255,132.24747474747474,2.5233649927843365,100.84347344267715,0.00921160580290145,-0.06163036347975037,0.3591058026982249
locv2_2063675,-35.875,-57.8917,Q5,South America,ARG,0.247716,0.08398275,4.1660286958515,0.3470156614138548,132.24747474747474,2.371495029354527,92.3433087488643,0.016145072536268137,-0.10963022861889193,0.4043050888632661
locv2_4580037,-27.1417,-109.425,Q5,South America,CHL,0.062984,0.06152725,4.562810927693242,0.4127201626636785,253.3989898989899,2.208495847111013,144.2569121215738,0.007329664832416212,-0.011780141771893238,0.4062362819309512
locv2_355763,-51.7417,-72.4917,Q5,South America,CHL,0.23679,0.098196,3.5731221371112807,0.309955929203476,152.43939393939394,2.464834404427537,92.64397535043756,0.01451075537768884,-0.06187670961922498,0.38246582191665834
locv2_19545263,5.625,-54.3917,Q5,South America,SUR,0.100647,0.04914275,6.741476046021678,0.4506425101442861,354.3585858585858,2.027684141950969,206.2526174991928,0.011489744872436215,-0.0019952670038796416,0.47687698290491654
locv2_10991043,-12.075,-77.1583,Q5,South America,PER,0.083478,0.03527325,10.504411156149098,0.4352200506965618,91.86363636363636,2.5197252556852803,48.45639941077441,0.015748874437218608,-0.08475321178515283,0.30050331398633257
locv2_13567661,-6.9083,-75.1583,Q5,South America,PER,0.06943,0.043705,6.474677316213704,0.4659158743427016,112.05555555555554,2.096252150130093,70.47375717963953,0.01763081540770385,-0.18066893340628765,0.5221410971596686
locv2_3515826,-30.375,-50.275,Q5,South America,BRA,0.067985,0.03204025,10.399935099253634,0.3800470285931628,172.6313131313131,2.4149242022704485,87.25793650793649,0.015798399199599796,0.08504485267455286,0.26585097823138315
locv2_17391057,0.6083,-80.025,Q5,South America,ECU,0.065239,0.0383245,7.729834354671821,0.4526527200508572,112.05555555555554,2.1655530699917236,69.7643919716647,0.014807903951975988,-0.18224180555787672,0.4212065939827213
locv2_3130709,-31.675,-59.8917,Q5,South America,ARG,0.07391,0.02945925,12.0760618816119,0.4113096204191551,112.05555555555554,2.0954706869255784,80.39572036150983,0.011044022011005503,0.0008486230352076074,0.43917348628502223
locv2_9832157,-14.925,-51.0917,Q5,South America,BRA,0.062464,0.03292675,9.78457714056969,0.4449435211308069,132.24747474747474,2.46911916157808,100.35063331729998,0.01228214107053527,0.06672349675883193,0.23792808608280885
locv2_1057804,-43.125,-73.6417,Q5,South America,CHL,0.075789,0.0427095,6.553042813681076,0.4936701666002936,172.6313131313131,2.093537018119414,206.9671717171717,0.009558279139569782,-0.03133751222656045,0.4800635226127319
locv2_19301302,5.1083,-75.9417,Q5,South America,COL,0.06495,0.045025,8.695155699233675,0.4577713903139954,91.86363636363636,2.0527685734119885,163.10583613916944,0.016194597298649322,-0.2862042778034428,0.6533579618176145
locv2_4469920,-27.4583,-48.375,Q5,South America,BRA,0.13649,0.0582,6.067394634565807,0.3694654120162679,192.82323232323233,2.6858410688362317,113.56547639156335,0.01134117058529265,-0.03863994346869548,0.22360458594519375
locv2_16663034,-0.9083,-89.6083,Q5,South America,ECU,0.168141,0.071241,4.725065624218201,0.3809822362765414,132.24747474747474,2.272978601108159,163.6386784511784,0.009162081040520261,-0.13948833695367768,0.47663178996825156
locv2_837842,-45.725,-68.3083,Q5,South America,ARG,0.080472,0.010808,28.116103736511203,0.6153663013234558,112.05555555555554,2.15725531557165,1930.6662945241892,0.010872558127803399,-0.11013337267158119,0.27388376105238893
locv2_15096077,-3.9417,-38.2917,Q5,South America,BRA,0.079084,0.04023225,8.684154268311854,0.4799878325247466,91.86363636363636,2.5932518882993305,48.250819887183525,0.01921560780390195,-0.18490968210608827,0.22590033008422478
locv2_1769716,-37.5917,-73.6417,Q5,South America,CHL,0.101717,0.02759425,9.677663687071908,0.5237856385493862,91.86363636363636,2.060801020084696,315.14833639272564,0.01604602301150575,-0.18571990476893374,0.4665853476693638
locv2_7618425,-19.7917,-63.1917,Q5,South America,BOL,0.092236,0.0364695,8.54228321936697,0.4556057137928744,112.05555555555554,1.9610201593059464,65.36630159690024,0.011143071535767884,-0.1007272089043103,0.6081060404898262
locv2_149453,-54.5083,-67.1917,Q5,South America,ARG,0.139236,0.04717525,5.919922525110737,0.4508164115197025,132.24747474747474,1.987063925319304,241.1152703505644,0.00836968484242121,-0.04973686502114383,1.169347937171304
locv2_16748392,-0.7417,-90.3083,Q5,South America,ECU,0.193057,0.09950275,3.9522324426270337,0.2997108756194012,132.24747474747474,2.27487043303043,50.51958501268845,0.01797748874437219,-0.11886434929968304,0.5096596565797707
locv2_5203215,-25.4083,-70.4917,Q5,South America,CHL,0.090935,0.0506255,7.183696144755395,0.3832129684424608,112.05555555555554,2.4512355519231916,36.53086690959395,0.012034517258629316,-0.1626535961340141,0.33132696382934923
locv2_13253933,-7.5417,-46.025,Q5,South America,BRA,0.117557,0.041725,7.629747310183485,0.4080014964812985,91.86363636363636,2.1643284506193146,37.29991086707727,0.012034517258629314,-0.10475102562063565,0.4204774801354629
locv2_1195674,-41.875,-73.8417,Q5,South America,CHL,0.063129,0.03678775,9.255991650531284,0.3815537526412286,91.86363636363636,2.5279807808761463,65.2688339139952,0.011489744872436218,0.01323525895473554,0.27031572208877275
locv2_17966275,1.9583,-72.6583,Q5,South America,COL,0.121286,0.04480275,7.407112581285563,0.4460066655912991,112.05555555555554,2.1915790114253015,37.34701822385419,0.020800400200100055,-0.20268649618950385,0.49241867174125
locv2_4079297,-28.6083,-48.825,Q5,South America,BRA,0.064805,0.02536275,12.975066960491334,0.4590967447057308,112.05555555555554,2.316897754519003,66.19341534466928,0.016343171585792897,-0.13512674389553725,0.30115196798220933
locv2_11956115,-10.075,-78.1583,Q5,South America,PER,0.104116,0.0626295,7.135719023340718,0.3099445622279041,91.86363636363636,2.1614088915557796,58.22460611550284,0.011093546773386692,-0.12351381373250159,0.6736271158372636
locv2_651541,-47.7583,-65.8917,Q5,South America,ARG,0.179732,0.07432475,5.3851714306791,0.3353613529954619,132.24747474747474,2.6378514098197403,64.39313533343385,0.017779389694847426,-0.01440892153553941,0.2447954342608892
locv2_19863274,6.275,-57.375,Q5,South America,GUY,0.082669,0.0640815,4.7700217349415714,0.3955730689409863,152.43939393939394,2.355774024856258,95.14507108118218,0.011291645822911454,-0.03534249730505845,0.41136882309324146
locv2_10997662,-12.0583,-77.1417,Q5,South America,PER,0.620101,0.21928775,2.013384451922728,0.2267272986798897,152.43939393939394,2.224830599591537,103.43649890161517,0.013916458229114552,-0.07280428853721088,0.9852472169748402
locv2_13168908,-7.7083,-79.4417,Q5,South America,PER,0.103249,0.05391525,7.191743349223184,0.3671866803504675,91.86363636363636,2.5887446866280923,42.39753072311211,0.017531765882941468,-0.20030907841909373,0.3211872628969001
locv2_1692280,-38.075,-57.5417,Q5,South America,ARG,0.218783,0.149175,3.2189596914634917,0.2466323014394189,152.43939393939394,2.687762453795719,38.33046202126505,0.01193546773386693,-0.038949646334850874,0.2787222883025524
locv2_16001975,-2.1917,-80.9917,Q5,South America,ECU,0.122962,0.0368515,9.281977673870076,0.5284704277774777,172.6313131313131,1.9150450478605172,420.33930704898444,0.007329664832416206,-0.06468547394291613,0.8311720861333536
