subset,weighted,d_median,n,density,density_lo,density_hi,lacunarity_mean,lacunarity_mean_lo,lacunarity_mean_hi,lacunarity_slope,lacunarity_slope_lo,lacunarity_slope_hi,r_crit,r_crit_lo,r_crit_hi,mfa_alpha_width,mfa_alpha_width_lo,mfa_alpha_width_hi,W_trans,W_trans_lo,W_trans_hi,gamma,gamma_lo,gamma_hi,Delta_D,Delta_D_lo,Delta_D_hi,S_alpha,S_alpha_lo,S_alpha_hi
all,True,0.012702999999999999,800,9.950665935034184,9.598718050688467,10.23216094450174,9.293842342264856,8.93249448050987,9.545543000193295,8.26452778878847,8.025687030169575,8.445141920433032,0.714384348064563,0.43987684082483575,0.9921853514880723,9.034144678865347,8.77981537740143,9.260434483600813,0.7240188998635068,0.4253580482889886,0.9737485162555689,7.009291574409085,6.438087369200259,7.700059710468621,10.030987657577661,9.730891688698465,10.344139236477254,1.2059316234637023,0.9550495190264975,1.6770455712335306
all,True,0.01341,800,10.568227341948578,10.014299277239642,10.960268315959828,9.01741623198623,8.644926766185884,9.787548915276444,8.282006727128236,7.968734823933696,8.42234767473007,0.7833562893214413,0.3777002205734295,1.154386345019176,8.733388938748819,8.409331714653598,9.001649237295023,0.7155429882411299,0.3560148479075688,0.9693177331001689,7.143828834330305,6.458872393171714,7.7393800473822045,10.319970050367806,9.794190587074054,10.62356151960125,1.026227746444306,0.9583612672301083,1.762728784038516
all,True,0.014329125,800,10.498543840477872,9.901188438272824,10.870761025244972,8.903678541454028,8.389657102997216,9.844952481225246,8.288442967976927,7.976806095619047,8.45195447913909,0.6092603251484052,0.27672075078605146,0.9907657645022174,8.792215140055793,8.490614192494132,9.080365678983474,0.44261327442865456,0.2266340181438463,0.6834812970298422,7.503777857393226,6.637312869927553,7.933708444020286,10.140710514789959,9.647322835204767,10.416340899652862,1.20566132042301,0.9152039550737473,1.6610933326382202
all,True,0.015186999999999999,800,10.382401583093506,9.895585994058106,10.688527809208873,8.702483089911087,8.080303143184418,9.93303851697004,8.53090771463329,8.159471310557999,8.740762239581603,0.759930738558856,0.448725791182898,1.1153101767251572,8.930199568839546,8.56124654809654,9.28953040059651,0.7000032486825702,0.4670382796688768,0.9744716725513665,7.0192906868445135,5.88751493864271,7.742102894118151,10.365255121286685,9.853955828773746,10.766833009257688,1.0707516203028586,0.8626139061732213,1.5033750965648622
all,True,0.016124875,800,9.837537131833338,9.50547986703122,10.077738255760428,9.622557997974091,9.33238637142854,9.944804722668675,8.332191873757818,8.104230618978557,8.646879428835062,0.6284635503009584,0.46088289259969417,0.7936287157210448,8.99414995333129,8.653891767559923,9.221222877291837,0.671008734268922,0.4840194293642283,0.891197787856259,7.3351830538411615,6.535594844769792,7.870497900731283,9.822712198191116,9.488418597401656,10.117225546209525,0.9796887000414337,0.7822355374180989,1.3093667623972285
all,True,0.017154250000000003,800,10.017644897639762,9.787860463961303,10.280919712796873,9.588085535952791,9.23139346221381,10.040396580748622,8.346089996473555,8.02002537342848,8.64610032137188,0.6997070908562059,0.5365207107056668,0.8541377379269591,9.310324053359281,8.996518336755116,9.594167422494394,0.7646638561172663,0.5468822514236699,0.9562833094609199,7.041529925982644,6.0644294951195885,7.71508341122681,9.81721616539727,9.56116281789312,10.11597773085151,0.9400586865659637,0.7937019896974146,1.232973666901081
all,True,0.018253625,800,10.083884460146345,9.745652996266944,10.294027417103237,9.587379728621915,9.322677676438593,9.95479380920616,8.323422541658196,8.128462265947658,8.595470845020971,0.7063292619671847,0.5515186649834497,0.9312900807919096,9.303347831247773,8.955234411548979,9.627854818038017,0.7862940559088397,0.5506911511474055,0.9984012178565269,6.912657525173104,6.036821027369477,7.568523242932116,9.899703672700339,9.574782861332976,10.14930144775912,1.0737743552440924,0.874241849900441,1.3163534768893081
all,True,0.01974625,800,10.32447441424889,10.032448310770336,10.59182991597354,9.500576413292706,9.16155039021273,9.798557388514913,8.281746060199058,8.016532849638821,8.495028963653048,0.9074834650032563,0.5918420560891386,1.2101508913283503,9.368426801105672,9.068988526295406,9.605278617445789,0.9301874596946298,0.6147329876211705,1.2231844499344042,6.099066846657946,5.374868525317326,6.985516099724588,10.14243270396248,9.890110101041321,10.367395862025026,1.175712081489289,0.9793824516991277,1.4148620252508042
all,True,0.021413,800,10.33480977986639,9.993831883631183,10.697057158293106,9.262809213987909,8.834639758323645,9.659673000734298,8.490606995565729,8.238158659774742,8.712623801192477,0.9632511178539105,0.7257949249584996,1.2821486267386832,9.173270130274519,8.80428385559137,9.54477215010492,0.9666848866140179,0.6371938181674658,1.2386295692196356,6.195922955199946,5.440861424416132,7.016065786962745,10.372026211867105,10.007936087587648,10.637391664349037,1.184478510119022,0.9448627229915345,1.4511059033535314
all,True,0.023323499999999997,800,10.394366054840578,10.149954632016009,10.73383374364589,9.132967895206173,8.795271226194872,9.460738962993853,8.444039868263005,8.274877009207682,8.665833112964098,1.0443572468927047,0.7894402907448363,1.2797451230335242,8.945300421742763,8.643723733917007,9.251471922598691,0.9596338754093164,0.6582226541638879,1.1477853760859469,6.179182221478833,5.528741557525177,7.1096124843006425,10.648025345924763,10.273161826103506,10.991514445523771,1.2686678957343303,0.957161070205721,1.5799198639705063
all,True,0.025398625,800,10.056604785430851,9.793995037648498,10.236920754883739,9.086426512417496,8.910902668174865,9.364267629694572,8.493125365496061,8.331612291263285,8.688260850787152,0.932414650204171,0.685061578718704,1.1409243491457264,8.915852678439002,8.636158083055898,9.195056198269224,0.8577247428717251,0.6279000631798844,1.0280173680599292,6.793475882496855,6.131553813204241,7.443481468137858,10.517289424303506,10.123522963920905,10.81906664428209,1.130466354969881,0.849046900921216,1.3927236659875855
all,True,0.028628375,800,10.100151645143345,9.703301960941575,10.472917436323513,9.420035337033072,9.192766281542413,9.746433417674874,8.46896155757298,8.305453629495823,8.660097843284133,0.9197218563196213,0.6135632027341736,1.1607141631149065,8.78034671740874,8.556216170999475,9.011220940356196,0.9167034703317813,0.5766105622339243,1.1489874350365905,6.600081157385246,5.976116431895804,7.50372731695478,10.153058648791594,9.91437856535499,10.369503561385065,1.1668668290100108,0.8913012697422064,1.3595301440034453
all,True,0.03229675,800,9.974276662479586,9.708264007326063,10.239927219033085,9.220300472184997,8.94898171585469,9.640139520304569,8.545349513914715,8.353857217858673,8.74395980903119,0.8136782688973655,0.5534982445940322,1.029942859820184,8.737628944118727,8.445553096077896,8.98718672233377,0.8323921244029429,0.4619261755034728,1.1025300054711307,7.13698735343754,6.371123243404111,7.856978263442564,10.272796664530365,10.034716246776524,10.518820856072034,0.9967179171040168,0.8245280522315445,1.1841071944767827
all,True,0.037650249999999996,800,9.13261983143318,8.915269433110945,9.357173010259862,9.679565814035843,9.46379233170313,9.905141233531781,8.33669511538243,8.20349617159569,8.45945073412054,0.8139681555382867,0.4670868720282505,1.0985488908790886,8.811794422320633,8.5134272797864,9.024505110725721,0.7699440944804421,0.36942103828579576,1.0862733347473525,7.349775598124304,6.6942703645961075,7.931661254423548,10.513031644993308,10.312016892858615,10.687158736836269,0.9800920183948606,0.8594308685634414,1.1720078096777569
all,False,1.625e-05,800,9.213165159450716,8.94723346563595,9.404334513637133,8.561379655772253,8.334161008712563,8.723704654920615,8.68462789958391,8.46148628168581,8.865290358474333,1.413257027651011,1.217162318252869,2.5682452123130637,9.442200997024583,9.199740990630659,9.677035149781224,2.1709482826159165,1.4463619402637677,2.6301745348302634,5.101350462015318,4.703707221987056,5.448340432744628,10.333053312762127,9.999699061650524,10.57650756428107,2.793380339663169,2.151266686414797,3.60742304714439
all,False,3.4e-05,800,9.237736917473537,8.95721716461308,9.453582110583046,8.608407556536129,8.393767903047097,8.795404677662155,8.44523573565549,8.233782609782759,8.679461311270964,1.922469191750291,1.3573714067305942,2.369441399136075,9.248748526788345,8.935486731514542,9.49800411289314,2.3293162933459857,1.9151208744574575,2.7028842199827614,4.590953251492948,4.329096549052406,5.030864030787956,10.269911400214507,9.979654980392931,10.552380367471695,2.492471856480493,2.033905568428643,3.035369121165182
all,False,6.2125e-05,800,9.39335461431754,9.124393537045016,9.615093242584198,8.73807944576049,8.511068622112235,8.957847082358498,8.40225122910394,8.136272590500319,8.612486117911711,1.9569041827379106,1.4792096786883524,2.326973681737634,9.486837999125624,9.177644575574963,9.761695564551047,2.245390588995323,1.6958599408575727,2.670708237560673,4.513422110066995,4.222338821368012,5.101008190227261,10.134308057526127,9.790130267333561,10.434842425115802,2.3615816618483483,1.9058716759911998,2.8297192240220967
all,False,9.7625e-05,800,9.259519079047902,8.993012144653125,9.468215350779024,8.66172827174869,8.439301066901226,8.906954889618893,8.442641696052412,8.219757739747095,8.588485362611916,2.088329311162105,1.6563629155016506,2.4582594117872016,9.353854992402264,9.058465063270404,9.62837844746166,2.2650654692442407,1.779380451164243,2.6670924571952477,4.435630972418722,4.156966199283113,5.024322672933443,10.091317903451268,9.749679102129367,10.359820044368877,2.388256717403239,1.9794535962375488,2.7198266112548968
all,False,0.000154,800,9.375680345615896,9.174441851973897,9.575359882463488,8.934064508212671,8.764757467943276,9.082217778177178,8.355600372192319,8.143842228433927,8.605272997728799,1.8382759413570506,1.4344078904921034,2.2132878080229514,9.281217708543846,8.91992167316883,9.57202047097567,2.1044147421338066,1.6893008376699707,2.498154275101216,4.633150178147149,4.206275935172068,5.233361914204693,10.189012266021837,9.933430879386785,10.406730901984675,2.0309092583689616,1.647622871006746,2.4628742831743966
all,False,0.00021675,800,9.689698833199662,9.441833920889756,9.852837018952709,9.034227726501177,8.739229153925512,9.199754247448286,8.189973831086048,7.914692070288563,8.530044298990395,1.6064008300944481,1.2935708647242252,2.035800292180265,9.461157378704032,9.146564262230067,9.694552490569647,1.9352386369757149,1.3963070160327569,2.3844608523224644,4.799887586742522,4.295196982548219,5.432985484343304,10.265102142920744,10.012387648658216,10.425913407076743,1.7411295325229563,1.4451810442107271,2.1231376820312042
all,False,0.00029125,800,9.973306633540576,9.702782019805353,10.215206556849642,9.222517879693607,8.908349504270817,9.461516703249028,8.010283226063054,7.63807026373131,8.31374025261109,1.5063374713230442,0.9635454132685372,2.0596141775288315,9.5055581751169,9.168593856629672,9.798506153902412,1.7386005632320745,1.106880588903057,2.2234599929511654,4.779884812090924,4.174580015939386,5.812513246313859,10.356396586382685,10.091309754385035,10.624963410258701,1.6503894749275665,1.1789362529122753,2.145751162934856
all,False,0.00038075,800,10.116792414638823,9.873829725308628,10.304974200446912,9.159655190159935,8.892898001658237,9.349658020015264,8.059015743585494,7.689000321276684,8.425710760600705,1.539571465234107,0.9449454128931585,1.920979632409637,9.514380779751322,9.242826012686123,9.743788069054645,1.6076938663028937,0.958274769797287,1.9460121088107725,4.67876402497411,4.0606963151772515,5.968199530566131,10.424858279059897,10.160205809201543,10.652536967315175,1.7445803328241558,1.3134826980725658,2.1059562652049455
all,False,0.000472125,800,9.99047833371084,9.7316770480543,10.208124051822853,9.196963331505524,8.864373327339392,9.47037880669756,8.114399136964824,7.734121712253105,8.444497007312057,1.6516194692439496,1.1494063248594337,2.0312643822298835,9.507177555282274,9.183533000035727,9.770381908232453,1.8117535498604682,1.2044255016019008,2.2233775533762214,4.3946921119088,3.936025291875894,5.293296982930357,10.347332660549188,10.04827766994466,10.576415071883874,1.9404237880737079,1.4834966653720363,2.35753325139628
all,False,0.0005775,800,9.926276131369614,9.691910716630565,10.091231595219973,9.462499286132472,9.224020261561165,9.638987857760672,8.144936180091786,7.8862032137895515,8.43558553749857,1.6039199318713824,1.190443948367453,2.0816604828453285,9.670579756410245,9.441268191674904,9.82202099180912,1.7533625712205176,1.2125274389516263,2.3040030305283845,4.449816513909102,3.8819211437655237,5.404706958020302,10.152932215905027,9.828087809103701,10.32071068608624,1.8968814535966456,1.5014151023830695,2.3172877886598062
all,False,0.00070225,800,10.066760234069754,9.86975697282211,10.222438707919,9.31568479657053,9.04097992721137,9.548420786216363,8.152439455887333,7.820325673844906,8.464774268444636,1.6726474754342833,1.0646313093606146,2.0031002351289127,9.726270453295372,9.545577321778929,9.928105709014378,1.6953343063732724,1.185046798469221,2.0571526183806923,4.277042331074087,3.7821641563817825,5.349098971416404,10.168954567170143,9.943110482933765,10.391846806050989,1.8700129876260982,1.4406641251573256,2.206160560847532
all,False,0.0008235,800,10.112253225778876,9.868051672412996,10.346025737608242,9.264079402702615,8.885190591970602,9.503543688156299,8.216328907082058,7.895518709854196,8.43790662892563,1.5791516316168999,1.03701759919898,2.013571396103639,9.852428505181827,9.646649833476442,10.066066949047073,1.5089258097273648,0.9755156396967387,1.9126633856294502,4.415343634718827,3.8000419011077398,5.552672078454958,10.168390798520699,9.861743926046195,10.363076614200084,1.8478618681641898,1.4466042268725101,2.326098510037282
all,False,0.000953875,800,10.085197395678758,9.848245391600969,10.205624543807176,9.267843818686146,8.925189766662026,9.52525641530992,8.11421821025555,7.67467585985615,8.447189956440068,1.2470028680872487,0.8409517162700897,1.7296771298591769,10.00526553997732,9.717375046158141,10.216779548728509,1.45381716767237,0.8481639416682907,1.9503581410378912,4.7276625495152285,3.956332108611775,5.938795730298854,10.18068226124022,9.915655505126624,10.364060237124123,1.6494737837536828,1.1916860371547109,2.0697708543646334
all,False,0.001091,800,10.106797812028395,9.881197665770543,10.292393343736967,9.355413016275133,9.135847154469188,9.532659631155132,8.081600593471505,7.699845308536435,8.346929683888701,1.303566688072826,0.7473089503521819,1.7605516150459406,9.890653230801538,9.623107458395165,10.072573000669149,1.3859127317739806,0.7618332564461259,1.8677399384217188,4.886329441862388,4.195128922248253,6.207250888904157,10.148907493485702,9.90257727506824,10.357305615283899,1.538159945824134,1.1013949814474506,1.9203442108896966
all,False,0.0012239999999999998,800,10.281394055004274,10.095347934995294,10.477231694300539,9.111078117009223,8.878360546027224,9.350676740094864,8.096370284514705,7.721581079230948,8.394520284591186,1.4729306858856004,0.9077049360781922,1.861135225429737,9.984086214252109,9.698096620138212,10.188917100426373,1.4901931649069782,0.9582862895795439,1.8841253228723167,4.538461937792727,3.992362866901046,5.593375521488828,10.208731938755598,9.981669308671119,10.420296958892445,1.6589330904050241,1.2087810765597649,2.0080019315564543
all,False,0.0013938750000000001,800,10.335576263444285,10.082987821064917,10.485850176877497,9.034824745521254,8.643872602814723,9.381572676868558,8.118976989280949,7.665939660411745,8.502083063456523,1.3703261154975521,0.8533890792996643,1.8519167107522376,10.002309325866515,9.710732009626124,10.257870909239957,1.6146343824879252,0.9452529945678232,2.0625265235852073,4.4865002480435425,3.834701808756792,5.889072030306685,10.339057170718243,10.09783667527814,10.542655253998626,1.5741369803209357,1.0686879093686927,2.123709473448457
all,False,0.0015401249999999998,800,10.098444411972183,9.870458874070007,10.219714037120243,9.521925727890688,9.281276268939617,9.656193328510993,8.361322322902096,7.917951238268143,8.639816706538243,1.2203795539942255,0.7757489110402824,1.678587068417376,9.653861692842792,9.442437299666944,9.841687560583546,1.4592948555926462,0.7176235806169186,1.9252570007633334,4.5304790827708805,3.756222950560142,6.231366757488643,10.116929848050527,9.877470479558824,10.21770443798946,1.781532315212931,1.3722191120321117,2.4166573385946286
all,False,0.001728125,800,10.216508477420435,10.024521914269007,10.312293424628933,9.428371364259737,9.204471092550792,9.668862279461129,8.466397788240524,8.118103997877583,8.673617297742178,1.4956848467602868,1.0424620079748241,1.9406274349780945,9.712824629254289,9.51884579026662,9.851394467587458,1.670197736557778,0.9901849269570779,2.142539070970321,4.178190408625804,3.576759072122296,5.230467938647623,10.092245678367167,9.846294052299601,10.251959592739613,1.6977051174548725,1.3580517971759702,2.079894385737172
all,False,0.001895625,800,10.229232737161924,10.032004051717292,10.354243585081845,9.558172217042827,9.337958961938352,9.726499523748254,8.5069067333794,8.18054397559914,8.734733745223247,1.5395131769057324,1.033034864539917,1.9810982410075817,9.67225508221494,9.46030912253016,9.825247232806044,1.5970861954788447,1.070191343052284,1.9909305417421457,4.164167879952113,3.6458307143366335,4.993391162737583,10.065790104525336,9.782331976800634,10.20561441892352,1.6774006693905754,1.3192066339502322,2.093408263618445
all,False,0.0020681249999999997,800,10.206418396403038,9.94402685079669,10.360445980461,9.473469695688543,9.182646690580755,9.708622210574655,8.42218758317091,8.106885229657662,8.741246347247055,1.680392241346055,1.073532763887295,2.1541937753999405,9.821037733106719,9.529068525560186,9.99798881091222,1.7505745544733524,1.087437488576887,2.270931420088022,4.053010488806362,3.53567974331963,5.157496674129348,10.090924922056036,9.799710766158498,10.26057467653131,1.7586628345205084,1.2613542544025067,2.202015958263595
all,False,0.0022623749999999996,800,10.443792305033547,10.189501565016428,10.617102574367765,9.353484965674424,9.073361070124546,9.606123814184597,8.190330942086948,7.718665156695201,8.57230228397215,1.30196470917932,0.6604557461691372,1.738851437981323,9.953885804499361,9.681338520198876,10.162491455682925,1.2045030727311414,0.6593982646378426,1.640873881436914,4.644171955980418,3.890374038081986,6.442995625991667,10.28469819358552,10.06395059714966,10.414517775609564,1.4833782364304984,1.0857500871604948,1.850808909747899
all,False,0.002482375,800,10.388707576748276,10.158876460956725,10.581395095035466,9.505568206188771,9.118227224517101,9.76657283302273,8.228843037014832,7.749498385755169,8.574397203330605,1.4719293243628537,0.8387259170751609,2.0063600825380234,9.793994724786907,9.54100769069183,9.955884384834222,1.3429849891967072,0.7815147071325002,1.8175833082297683,4.389404090843759,3.7242164300348795,5.745005102544774,10.183838418991344,9.92853973232825,10.372157673726743,1.5432617073688548,1.1780599656657296,2.0061551833211144
all,False,0.002669,800,10.407368452830855,10.198824734596146,10.587931135450257,9.689705505322783,9.50149839826476,9.821708002251164,8.248931959178671,7.604503538629474,8.609529351379326,1.3333034529917682,0.6617353053807061,1.7573811275819151,9.732938062350007,9.491535230039164,9.884428912826113,1.2337963307138047,0.6598522868042487,1.6483585968360421,4.443734155552726,3.743050083121508,6.3024353007146985,10.179171766396342,9.944681433650768,10.323440362204098,1.5149636314801764,1.0949694608393832,1.8899245306174093
all,False,0.0028685,800,10.268282294808435,8.301499565986054,10.35507638377412,9.681923890487077,7.819221381220159,9.838366557788678,8.356399016919113,6.632866241545409,8.620908352276182,1.2296777779495627,0.672821584437841,4.092168319940379,9.696873567694515,7.7419223233704555,9.828594343415613,1.0964741819247072,0.6541813385207901,3.704979114922675,4.77983802476762,3.92332373660234,6.552953736972069,10.107263096304266,7.977331647728671,10.200810893025558,1.3884397104923767,0.8932243822944158,4.112914262214185
all,False,0.003105625,800,10.26337746992235,6.819404434993467,10.353495346647069,9.662120973162287,6.4595219157343395,9.795210369442298,8.192355741105896,5.411059841664075,8.585613692382367,0.9529149997995093,0.6604326323552778,6.212178467778292,9.657451717859153,6.192808536776612,9.838396105098141,0.9108655138829318,0.6586126971219457,5.656669264741369,5.305233408345758,4.190343836336429,6.564016681610864,10.129231288988807,6.245761149637309,10.240948097553915,1.4516561944125828,0.9775787537611575,6.114868439655099
all,False,0.0033115,800,10.364322750402764,10.155020704204587,10.517260925456569,9.53560330352379,9.182353611189178,9.794114854887674,8.321077476494542,7.924349842551196,8.593254515916403,1.2271755582610768,0.833777280837253,1.6637128949695439,9.661473166438347,9.483870720940796,9.802721016197667,1.289710642395463,0.8486563490059582,1.7197928508325897,4.663135282480656,3.9473628401707255,5.829522182854395,10.118540802857549,9.91475464645763,10.221025009179401,1.508333690075954,1.2273818800296328,1.9507650714516793
all,False,0.003563625,800,10.566840953709248,8.501495265825573,10.75476042807582,9.224436504760185,7.370882721543136,9.697060838735972,8.151466825622748,6.471525392026634,8.453285968433853,1.1787325606560266,0.66017224843855,4.066367342203662,9.883431594182415,7.832007094392036,10.041457832869966,1.1437191317017152,0.6618680342824171,3.9051524939594993,4.804750317905797,4.0279257331198055,6.609136862412497,10.2105368615874,8.008451257250341,10.381086080480383,1.5257321725253907,1.0577749468678128,4.227052166861651
all,False,0.0038183749999999997,800,10.494626684104277,10.176312826406198,10.71642067041223,9.104034068150241,8.507091749503518,9.495256195970487,8.253723101660201,7.824787920470499,8.560452713630742,1.3760561050646876,0.8321982269160721,1.8527375166237356,9.88368724197288,9.563961256535707,10.062087587115004,1.2135543770115196,0.7614392484036396,1.6747114754680084,4.604513816172914,3.9174194701239466,5.987987346700018,10.302563572602107,10.028578223293687,10.463588873581752,1.5416305012615665,1.0521988406293283,2.051816475870373
all,False,0.00408125,800,10.481973914916763,6.865018333113857,10.70860107036065,9.198451347808986,6.2201813794295155,9.618940301711886,8.13184522474122,5.421412378628567,8.495135524140636,1.1217822306887941,0.6631818603759094,6.253696677679467,9.802425916863983,6.225805825996836,9.990081448857039,0.848490020321948,0.6620728459333913,5.803272061564585,5.442193640841213,4.4063707506978576,6.639278964049163,10.368753900922455,6.261211765166188,10.584973340926823,1.1589663946472004,0.8584861476391773,6.106988039567568
all,False,0.004309,800,10.509863942233343,10.241197716275414,10.782883501401004,9.27079005718565,8.631320490406539,9.8041938528676,8.302774865089354,7.972792818687133,8.485218928023654,1.327105819149476,0.8751953469409729,1.7218987585646808,9.730108971687306,9.463520591762054,9.972749154262948,1.4155444184161112,0.7774653629330345,1.7791861646433964,4.447504871288835,3.8853572085236343,5.841565335031561,10.396980770850087,10.111592931647287,10.674148829203904,1.6802224304752267,1.1178296861971135,2.1085809307576278
all,False,0.004605875,800,10.26010440224951,10.033986141576593,10.43231446805131,9.707596966057086,9.454225513607215,9.954536012120283,8.413631824597228,8.227048028785338,8.613937821386287,1.4623200020595393,1.0891106664973431,1.9695044775836488,9.420209809035894,9.230023023777576,9.553309495018876,1.6556077127280238,1.0383583127616693,2.082406070822001,4.155905310394672,3.6558130935478417,5.049239362620021,10.089150476310191,9.853636704834656,10.267933409587757,1.8884595681025518,1.3973535206594647,2.283666649614692
all,False,0.00485475,800,10.156100005713053,9.872505239381617,10.31872892793526,9.542413106816166,9.257591412753849,9.782424844757294,8.45735861497704,8.272933628877032,8.623024265633566,1.7770413391815283,1.4582786449612328,2.1653430392908564,9.39196142118237,9.18740916242471,9.56345738749921,2.0429942255683136,1.538559740624054,2.5128158913098124,3.7663803169953223,3.5286176617095153,4.134468699632125,9.92633986668083,9.639059293471298,10.12680834858095,2.108045836303406,1.7283026803072423,2.491290381595677
all,False,0.005134125,800,10.037653596520736,9.84543136652367,10.219145844111727,9.449904629580587,9.157199872959549,9.658083310421555,8.442234880332492,8.267549102090447,8.5749187988946,1.8257814837590807,1.4020243205723655,2.134630201318043,9.399284185945469,9.170781298797193,9.6043943553613,2.048007481956537,1.5416823917881923,2.490344495764093,3.7715021344083914,3.5511182365031195,4.326000567489073,9.911511122239615,9.591301771221861,10.151270261854368,2.028196014049029,1.600074110220585,2.3815555467595004
all,False,0.005469375,800,10.307547676808205,10.115360870534165,10.519229903031444,9.2847932179344,8.971297373754943,9.595564830805865,8.468408421234805,8.200392698532145,8.638442172179447,1.5794060105332453,1.1226525276842139,1.933213695571384,9.602918774745623,9.39471994520142,9.759535738441619,1.8604069911147627,1.2450270737799645,2.197560598264863,3.878213962844211,3.554755414874993,4.756719195807077,10.188375528240426,9.971352167200273,10.448865208018029,1.8019978457399979,1.320860316201141,2.1223867830290186
all,False,0.00581275,800,10.313181507619086,10.03052874158724,10.518354271687162,9.368988402876353,9.052246472632367,9.620425790727655,8.642884440822819,8.290100475501289,8.836587028469987,1.4631645623811103,0.8965223464966,1.9185048706427814,9.556845119374167,9.378429784090404,9.690765922269906,1.5852290281632628,0.9062630399479261,2.079740112751002,4.118323442906788,3.504284242938812,5.733042441501627,10.240512468926037,10.003143436261922,10.414995373964018,1.67120922249967,1.1085283542429467,2.160724144043785
all,False,0.0061375,800,10.365520817603912,10.157659147415348,10.488022570185631,9.420121408356502,9.058765570761047,9.723385652833365,8.606620100711389,8.175461414118784,8.881996335738236,1.300642737103776,0.665140396966661,1.7785264149809332,9.60827181040387,9.330090302862208,9.724676026670569,1.4034801378577202,0.6549530390913503,1.8980118067507608,4.620703317233709,3.8451895733425934,6.663084485733786,10.247672995658752,10.007508761669163,10.357997709925693,1.3164869313787888,0.9879784448393173,1.7928067296136814
all,False,0.00645375,800,10.185821439895527,9.980741504171029,10.331446270806767,9.625553248988528,9.41050001017151,9.782701255673667,8.72151994037535,8.458518932693643,8.865019336982758,1.5699117798138873,1.043052110549358,2.0389316523601,9.476689034324076,9.244858967608149,9.61421809144602,1.6157335220399156,0.9458209862980161,2.0936859327077797,4.137175716537581,3.6422676569959522,5.34031035840469,10.048084829969637,9.846544451193026,10.208898749194605,1.6937136564199033,1.1871857449107952,2.0894011689945002
all,False,0.0068070000000000006,800,10.349248188212307,10.12223372550065,10.421573713109517,9.479662795486453,9.221567704865976,9.661170090000429,8.66887727512865,8.374666245710461,8.819966984142297,1.6484346766849913,1.074097228238321,2.145279081907673,9.42793872569102,9.198505818264984,9.600682691787942,1.3451456598299925,1.028890838044408,1.808022210142434,4.361255835009774,3.8416068946226543,5.316095568792442,10.19324063780366,9.958374486181578,10.300148263063614,1.6350865513288442,1.2842640712337157,2.066287407142876
all,False,0.007176874999999999,800,10.22692899174498,9.919662640061158,10.535582294511784,9.229980810335995,8.911776618200355,9.512238843751199,8.668870503499617,8.459941449872641,8.841073077220148,1.9400598346258267,1.45535700094572,2.3884957228998958,9.347109967864647,9.15312424972887,9.52447491222462,1.8498664929780633,1.3021321672028932,2.2371707996638768,3.8997514173207377,3.5656211102810684,4.579228951677699,10.030144191261584,9.772764248260831,10.293350068538913,2.0433729651815313,1.5682364505779411,2.4162865283063497
all,False,0.007565375,800,10.344445084260833,10.049186712907959,10.576318268070436,9.074181641771853,8.712126994431026,9.515055046437276,8.691233202257477,8.381911257942864,8.846953124622443,2.019021438903686,1.2440217494368653,2.4128865152389274,9.305779000327732,8.999338133758439,9.514485258224372,1.7851273296850287,1.2517940233638203,2.2419146694850136,3.8330048871095403,3.5432996481138472,4.8268757525278065,10.113316485855508,9.8059272522156,10.377187349776701,2.082008561006287,1.4523051070492694,2.521181920703712
all,False,0.00792975,800,10.236165437008202,9.95076161347458,10.465887915705748,9.207832383687485,8.833458148753213,9.526175175164939,8.607545328810435,8.440826064474383,8.773706141963961,1.901665136568766,1.38024764441915,2.304079531766365,9.285888598317024,9.038200389882855,9.477125279889915,1.9973842121272314,1.404540203063183,2.388011055683188,3.7416964950843914,3.4801620699163807,4.544821747636315,10.041657960607369,9.765324168152567,10.274421243955091,2.0745821530206077,1.5142296027797364,2.5339467602547394
all,False,0.0083155,800,10.441486521555833,10.17891788337033,10.643277136032752,9.426137891260968,9.130154140819805,9.695550437879824,8.441956904567698,8.129320724577168,8.680711621263244,1.8521175790366675,1.0846943430643083,2.335464284583507,9.245094098118518,9.0086698633333,9.47846031654891,1.8236894426886907,1.0457317860886686,2.229381909987046,3.9501056552400238,3.516124640412427,5.29449453919577,10.2321490580971,9.97890395002007,10.492290840714727,1.8919302488227208,1.2743748234270564,2.2938555476840916
all,False,0.00874925,800,10.46488175318391,10.220150709372314,10.638077225785592,9.538050950468485,9.315391105361867,9.729993950791583,8.239552245409069,7.8903601625540984,8.477854064251595,1.55527646828098,0.9209824030637245,2.1797969653813882,9.262890520971501,8.917781172127835,9.508860350007865,1.593400202038651,0.9693196242530222,2.0594788345377384,4.492055698890434,3.7122240595490203,5.907612956590544,10.311456590282225,10.080300930103752,10.449354901715575,1.6070173978228681,1.2065351716833497,2.0905822540981966
all,False,0.009260500000000001,800,10.351064633996366,10.100707176384944,10.574957563036627,9.584295227092404,9.281778606825196,9.770559053280726,8.47565495432427,8.151304797255712,8.702539038313734,1.4443088180263357,0.9773380540209914,1.9108862368274215,9.376247362711096,9.12352565350619,9.56540934173362,1.396890793560379,0.8426419529110815,1.8264801954620038,4.456654871717224,3.9339769370156428,5.478227448555021,10.269780545722156,10.05628037801184,10.421762640705367,1.6234829324733615,1.2337810942012013,2.0503459251887
